Data S1. Processed proteomic data for M. capitata colony MC289 (n=2 per treatment/time point). Normalized abundance values and peptide statistics are shown for each protein identified. 																																	
Checked	Protein FDR Confidence: Combined	Master	Accession	Description	Exp. q-value: Combined	Contaminant	Sum PEP Score	Coverage [%]	# Peptides	# PSMs	# Unique Peptides	# AAs	MW [kDa]	calc. pI	Score Sequest HT: Sequest HT	# Peptides (by Search Engine): Sequest HT	# Razor Peptides	MC-289_T1-Amb_1603	MC-289_T1-Amb_1609	MC-289_T1-HiT_2878	MC-289_T1-HiT_2023	MC-289_T3-Amb_1595	MC-289_T3-Amb_2741	MC-289_T3-HiT_2183	MC-289_T3-HiT_2058	MC-289_T5-Amb_1721	MC-289_T5-Amb_2874	MC-289_T5-HiT_1341	MC-289_T5-HiT_2998	MC-289_Field_289-1	MC-289_Field_289-2	# Protein Groups	Modifications
FALSE	High	Master Protein	Montipora_capitata_PredGene_g14884	Montipora_capitata_PredGene_g14884	0	FALSE	5.514	4	1	1	1	238	27.2	5.8	2.67	1	0	177.8	168.5	256.8	243	164.1	158.4	235.2	255.1	172.6	189.8	234.7	204.8	123.7	178.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g33695	Montipora_capitata_PredGene_g33695	0.001	FALSE	3.614	5	1	1	1	221	24.7	6.3	0	1	0	8	7.3	11.8	10.3	6.7	9.6	8.7	9	5	5.5	6.1	5.1	6.8	10.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g27147	Montipora_capitata_PredGene_g27147	0	FALSE	9.345	7	4	4	4	626	71.3	6.3	6.03	4	0	15.6	4.8	12	12.9	11.1	11.2	7.6	10.1	6.8	11.4	7.2	8.3	9.8	14.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g33768	Montipora_capitata_PredGene_g33768	0	FALSE	5.424	6	2	2	2	377	42.7	7.31	2.21	2	0	30.2	29.7	45.1	41.5	45.7	34.8	35.5	39.2	37.6	32.1	26.7	37.8	32	27.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g47029	Montipora_capitata_PredGene_g47029	0	FALSE	21.801	14	6	6	6	443	51.6	5.34	1.8	6	0	231.7	226	323.2	339.2	284.5	279.6	316.7	295.3	252.5	246.9	278.6	214.1	216.6	252.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g38318	Montipora_capitata_PredGene_g38318	0	FALSE	22.645	9	4	4	4	716	80.4	8.32	2.1	4	0	199.1	117	227.4	214.9	178.4	209.3	332.4	348.3	149.7	143.4	296.3	212.6	156.2	133.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA6126_R0	Montipora_capitata_PredGene_adi2mcaRNA6126_R0	0	FALSE	19.725	17	5	7	5	330	37.2	8.65	5.85	5	0	276.2	262.8	399.3	381.8	297.2	295.4	381.3	392	239.6	230.5	267.6	262.9	259.7	244	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56779	Montipora_capitata_PredGene_g56779	0.001	FALSE	4.489	3	1	2	1	742	84	5.87	0	1	0	8	7.7	13.8	9.4	8.2	9.1	9.8	13.9	4.7	7.3	8.9	6.8	8.7	7.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA32866_R0	Montipora_capitata_PredGene_adi2mcaRNA32866_R0	0	FALSE	7.243	4	2	2	2	595	68.1	6.29	6.19	2	0	30.2	33.6	47.5	45	29.1	40.2	41.9	40.7	41.5	30.7	39.7	25.8	45.1	33.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g53774	Montipora_capitata_PredGene_g53774	0	FALSE	6.956	5	2	2	2	511	57.3	7.37	2.47	2	0	13.5	11.4	19.9	16.3	18.1	17.1	12.6	15	22.9	14.9	11.6	17.1	14.7	15.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g43823	Montipora_capitata_PredGene_g43823	0	FALSE	13.64	9	4	5	2	456	50.4	8.07	6.6	4	2	144.5	183.4	218.4	255.5	200.6	267.6	230.2	196.1	652.5	183.7	381.2	255.2	167.2	213.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62144	Montipora_capitata_PredGene_g62144	0	FALSE	9.417	2	2	2	2	1240	141.6	5.59	5.35	2	0	123.8	121.2	169.8	185.9	149.8	147.8	184.4	197.8	151	117.7	144.4	163.8	121.9	126.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62876	Montipora_capitata_PredGene_g62876	0	FALSE	20.051	21	5	6	5	351	37.6	6.65	4.68	5	0	306.3	182.9	369.2	319.9	252.5	259.1	722.2	846.1	348.2	229	618.6	240.7	311.6	210.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g21652	Montipora_capitata_PredGene_g21652	0	FALSE	14.011	9	2	3	2	387	43.4	7.74	0	2	0	33.5	39.6	58.6	47.7	37.8	42.8	51.5	55.2	29.3	39.5	57.5	44.7	31.5	32.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g24023	Montipora_capitata_PredGene_g24023	0.002	FALSE	2.328	1	1	1	1	667	75.7	6.4	0	1	0	9.6	8.2	14	11.9	11.3	14.6	13.1	13.1	10	10.8	8.4	17.2	8.6	7.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g53518	Montipora_capitata_PredGene_g53518	0	FALSE	61.115	31	11	12	11	497	57.3	7.55	11.92	11	0	237	196.6	286.3	343.8	273.9	304.9	327.1	330.5	259.9	224.6	299.4	261.4	206.6	221.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g58299	Montipora_capitata_PredGene_g58299	0	FALSE	12.753	8	3	4	3	464	53.3	7.3	6.06	3	0	100.2	91.8	131.8	147.5	134.9	124.9	139.1	156.4	116.2	101.8	124.4	129	105.4	86.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25261	Montipora_capitata_PredGene_g25261	0	FALSE	5.742	4	1	1	1	329	35	8.44	3.98	1	0	4.2	6.3	6.7	8.5	11.7	12.3		9.3	4.1	14	9.6	4.1	8.4	9.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g55763	Montipora_capitata_PredGene_g55763	0	FALSE	8.414	2	2	2	2	1237	142.9	8.9	0	2	0	98.2	78.4	119.4	136.9	144.1	126.6	115.1	113.9	76.5	87.8	96.9	88.7	81.7	65.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g35956	Montipora_capitata_PredGene_g35956	0	FALSE	9.91	10	4	4	4	519	58	7.23	6.04	4	0	81.1	66.3	110.5	103.4	73.6	114.4	103.2	81.8	116.6	68.8	53.6	37.6	79.1	48.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g24275	Montipora_capitata_PredGene_g24275	0	FALSE	131.421	15	29	32	21	2477	271.7	5.88	41	29	7	905.1	649.8	1871.5	669.5	760.6	962.9	1561.2	1504.1	734.2	896.9	1031.8	1354	1352	879.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g24039	Montipora_capitata_PredGene_g24039	0	FALSE	25.812	4	6	6	6	1896	212.1	6.51	7.41	6	0	51.2	54.8	77.3	77.6	93.7	81.9	64	72	52.1	42	52.6	69.6	55.9	57.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g66953	Montipora_capitata_PredGene_g66953	0	FALSE	20.704	10	6	6	6	730	81.2	7.53	11.14	6	0	33.9	86.8	59.9	104.9	137.7	102.4	55.9	73	33.6	78.2	64.5	145.3	147.7	97.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g9723	Montipora_capitata_PredGene_g9723	0	FALSE	6.067	4	3	3	3	870	98.9	6.05	0	3	0	157.9	158.7	235.7	227.4	220.6	221.7	210.6	221.9	85.9	142.7	184.5	212.8	167.8	137.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30020	Montipora_capitata_PredGene_g30020	0	FALSE	22.684	23	8	10	6	308	33.7	9.58	8.61	8	1	423.8	346.2	559.1	563.4	616.3	703.7	422.4	391.3	228.8	329.7	421.6	479.2	330.4	412.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g48823	Montipora_capitata_PredGene_g48823	0	FALSE	16.302	21	4	4	4	226	25.3	6.43	4.7	4	0	168.3	189.4	307.2	222.6	212.7	218.1	189.4	262.4	216	171.4	175.6	264.9	207.8	163.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g10472	Montipora_capitata_PredGene_g10472	0.001	FALSE	4.644	4	2	2	2	464	53.3	9.52	2.46	2	0	27.6	30.5	43.7	41.3	39.6	37	33.8	20.8	25.2	24.2	25.5	34.4	25.6	29.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15171	Montipora_capitata_PredGene_g15171	0	FALSE	154.876	41	25	73	25	705	80.5	5.92	112.82	25	0	1758.4	1984.1	2948.7	2542.8	2760.8	2769.2	2561.1	2625.6	2245.6	1561	1900.9	2736.2	2025.1	1767.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA20756_R0	Montipora_capitata_PredGene_adi2mcaRNA20756_R0	0	FALSE	8.639	8	4	4	4	431	47.9	8.9	0	4	0	242.7	248.4	347.6	372.6	267.2	340.6	342.7	325.6	293.6	272.3	292.7	259	221.2	201.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g63788	Montipora_capitata_PredGene_g63788	0.001	FALSE	3.225	2	2	2	2	675	77.4	8.24	0	2	0	44.2	51.1	79.7	60.9	60.9	61	90.4	91.6	45.5	50.8	70.4	60.3	61.6	47.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62252	Montipora_capitata_PredGene_g62252	0	FALSE	19.943	7	6	6	6	855	97.8	6.4	5.04	6	0	102.9	70.7	115.3	135.7	133.3	118.2	125.6	123.1	43.8	82	126.7	107.3	96.4	78.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA9754_R6	Montipora_capitata_PredGene_adi2mcaRNA9754_R6	0	FALSE	11.933	10	2	10	1	272	31.8	8.18	15.05	2	0	4.4	5.5	4.7	11.3	12.2	8.5	9.3	15.1		4.4	9.4		13.4	4.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA36565_R2	Montipora_capitata_PredGene_adi2mcaRNA36565_R2	0	FALSE	7.682	4	2	2	1	669	74.1	5.78	2.67	2	0	29.3	30.7	48.3	40.2	51.7	39.5	31.8	34.8	25.4	33.2	37.7	29.7	32.7	35.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g64286	Montipora_capitata_PredGene_g64286	0	FALSE	35.439	17	9	9	9	655	74.6	6.05	12.23	9	0	157.1	223	284.9	265.7	185.9	211.9	288.2	244.7	278.6	154.7	192.7	209.8	207.2	164.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA627_R0	Montipora_capitata_PredGene_adi2mcaRNA627_R0	0	FALSE	9.773	10	4	4	4	438	49.7	5.74	2.11	4	0	83.2	87.4	110.2	143.1	100.1	106.4	110.5	106.4	128.3	79.4	100.7	84.9	150.2	112.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g43981	Montipora_capitata_PredGene_g43981	0	FALSE	11.053	5	3	3	3	806	93.3	6.14	1.7	3	0	116.7	73.6	131.6	141.6	129.5	105.5	147.9	154.9	112.3	87	125.6	76.4	97.6	70.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g61849	Montipora_capitata_PredGene_g61849	0	FALSE	31.534	11	6	7	6	454	52.9	6.49	6.75	6	0	189.1	155.3	260.8	244.6	203.1	222.8	216.5	233.1	180.5	142.2	165.8	210.7	165.2	163.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g15170	Montipora_capitata_PredGene_g15170	0.001	FALSE	3.309	2	2	2	2	933	105.8	4.79	0	2	0	54.2	56.5	77.9	85.3	68.1	61.4	63	54.1	61	67	57.4	36.1	52.4	62	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g57787	Montipora_capitata_PredGene_g57787	0	FALSE	15.336	5	3	3	2	980	109.6	7.72	5.11	3	0	91	77.9	104.4	147.7	87	64	210.6	214	5.4	112.4	184.6	11.9	67	35	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g23471	Montipora_capitata_PredGene_g23471	0	FALSE	12.402	8	4	4	4	783	87.7	6.87	2.58	4	0	65.4	55.7	82.5	96.2	97.9	73.4	89.9	75.7	153.1	43	69.8	66.1	79.1	40.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30721	Montipora_capitata_PredGene_g30721	0	FALSE	27.376	9	7	7	7	1133	126.7	8.19	6.14	7	0	41.4	29.5	53.5	50.1	47.6	49	51.1	46	44	29.8	30.2	30.3	37.2	36.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1595	Montipora_capitata_PredGene_g1595	0.002	FALSE	2.647	1	1	1	1	1098	123.6	4.92	0	1	0	79.4	69.5	121.4	99.6	148.3	107.2	94.2	88.9	121.5	76.4	94	103.4	87.8	82.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g61852	Montipora_capitata_PredGene_g61852	0	FALSE	19.773	20	6	8	6	402	46.2	5.63	0	6	0	151.4	143.9	236.6	202.1	121.9	142.9	204.8	222.2	167	189.5	179.3	174.9	172.5	160.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA36565_R1	Montipora_capitata_PredGene_adi2mcaRNA36565_R1	0	FALSE	8.602	5	3	3	2	704	78.5	6.98	4.22	3	1	130.1	156.6	233.5	191.3	302.1	250.8	171.4	167.6	155.3	114.3	164.5	175.4	190.5	146.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA35816_R0	Montipora_capitata_PredGene_adi2mcaRNA35816_R0	0	FALSE	10.497	2	3	3	3	2559	291.3	7.34	6.37	3	0	12.6	12.4	19.2	18	14.8	15.6	12.6	17.3	20.5	9.7	11.8	19.7	16	11.7	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g23481	Montipora_capitata_PredGene_g23481	0.014	FALSE	1.573	7	1	1	1	107	12.1	9.01	0	1	0	96.6	94.9	166	121.2	131.8	149.6	163.5	96.6	94.5	94.2	91.4	78.8	103.3	86.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g8144	Montipora_capitata_PredGene_g8144	0	FALSE	9.7	11	1	1	1	247	27.7	9.47	2.98	1	0	7	4.2	7.1	9	8.5	8	8.1	8.7	7.2	6.7	8.9	8.5	4.6	7.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA1326_R0	Montipora_capitata_PredGene_adi2mcaRNA1326_R0	0	FALSE	8.444	4	2	2	2	465	52.4	8.63	0	2	0	28.9	18.4	32.1	36.5	29.7	32.1	35.8	30.5	24.3	12.8	28.8	18.2	35.4	19	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g29323	Montipora_capitata_PredGene_g29323	0.001	FALSE	3.202	2	1	1	1	382	42.4	4.78	0	1	0	307.4	304.1	451.4	456.4	276.9	263.5	370.1	377.3	259.4	355.9	427.4	232.7	242.1	355.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g28991	Montipora_capitata_PredGene_g28991	0	FALSE	78.35	26	13	32	13	509	55.3	8.34	24.89	13	0	882.6	647.1	1112	1136.7	932.1	1027.4	1323.9	1417.1	858.7	689.9	959.7	827.4	853.6	710.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g28997	Montipora_capitata_PredGene_g28997	0	FALSE	4.762	1	1	1	1	977	109.4	8.73	0	1	0	14.1	6.4	12.9	15.6	12.8	8.1	11.6	11.9	11.4	11.1	10.5	13.3	9.3		1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g50902	Montipora_capitata_PredGene_g50902	0	FALSE	44.067	19	8	14	8	567	61.8	5.21	16.43	8	0	437.9	397.3	679.2	567.8	481.4	530.2	626.4	469	444.2	337.9	414.4	433.3	402.8	451.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41141	Montipora_capitata_PredGene_g41141	0	FALSE	5.83	13	2	2	2	188	20.8	5.39	2.34	2	0	128.1	135.7	213.7	180.3	215.1	205.1	158	149.3	104.4	138.3	152.2	429.1	132.8	267.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36820	Montipora_capitata_PredGene_g36820	0	FALSE	88.019	33	16	24	16	682	76.4	6.58	22.13	16	0	1169.5	1154	1887	1588.3	1809.5	1467.9	1727.8	1903.2	1343.2	1090.9	1635.3	1255.9	1602	1322.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g70520	Montipora_capitata_PredGene_g70520	0	FALSE	27.656	13	6	6	6	702	75.4	6.61	3.16	6	0	158.5	117	223.8	183.9	112.5	129	191	204.6	118.1	151.2	172.4	90.1	108.8	172.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25371	Montipora_capitata_PredGene_g25371	0	FALSE	19.07	4	6	6	4	2423	271.7	6.33	6.49	6	1	81.5	94	133.5	127.8	96.8	85.4	118.3	128.3	29.3	80.7	86	100.5	98.5	84.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA6309_R0	Montipora_capitata_PredGene_adi2mcaRNA6309_R0	0	FALSE	199.254	18	31	77	31	1696	196.3	5.85	110.63	31	0	3403.1	3408.4	5363.4	4823.3	4045.5	4081.4	5503.4	5593.7	4252.5	3376.4	4183.4	4084.4	4158.3	3108.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g3894	Montipora_capitata_PredGene_g3894	0	FALSE	18.595	12	5	5	5	477	54.1	7.11	6.86	5	0	18.3	10	27.2	15	13.9	21.7	16.1	13.6	10.4	19.2	13.3	7.4	15.6	28.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g38013	Montipora_capitata_PredGene_g38013	0.008	FALSE	1.784	1	1	1	1	523	59.5	7.71	0	1	0	11.2	15.1	21.5	17.5	23	21.3	14.5	9	14.9	19.1	9.7	10.3	21.3	13.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g27723	Montipora_capitata_PredGene_g27723	0	FALSE	12.122	9	2	3	2	329	36.6	6.57	5.57	2	0	88	64.8	105.3	120.9	115.1	107.7	78.3	92.6	61.9	80.7	108.7	131.1	103.5	79.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g66452	Montipora_capitata_PredGene_g66452	0	FALSE	51.941	32	12	21	2	415	44.3	6.38	25.89	12	10	1056.2	970.9	1564.8	1464.3	1217.2	1205.8	1427.9	1474.5	1293.4	1131.5	1355.7	1378.9	1282.1	1108	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g3322	Montipora_capitata_PredGene_g3322	0	FALSE	7.103	17	2	2	2	178	19.5	6.73	2.43	2	0	147.4	132.5	221.7	197.5	91.1	191.9	278.1	270.6	218.9	150	303.4	74	227.2	205	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62786	Montipora_capitata_PredGene_g62786	0	FALSE	15.319	6	4	4	4	997	114.1	5.11	6.85	4	0	151.8	151.4	207	249.1	156.2	144.9	227	243.3	137.1	153.8	198.6	201.5	158	169.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA9523_R5	Montipora_capitata_PredGene_adi2mcaRNA9523_R5	0.001	FALSE	3.331	1	1	1	1	1357	152.6	7.02	1.88	1	0	14.2	12.8	19.7	20.6	24.7	20.3	15.3	23.6	9.8	17.1	17.9	18.6	16.4	20.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g24884	Montipora_capitata_PredGene_g24884	0	FALSE	18.886	32	4	11	4	148	16.8	7.43	6.93	4	0	850.3	695.5	1124.6	1185.1	746.2	870.7	871.9	672.9	876.6	764.2	735.3	818.2	738.2	759.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g64594	Montipora_capitata_PredGene_g64594	0	FALSE	10.833	4	3	4	3	1096	118.5	7.68	6.73	3	0	8.8	14.8	17.4	17	14.7	15.8	24.6	24.3	15.2	11.1	15.9	20.5	19.8	10.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g62847	Montipora_capitata_PredGene_g62847	0	FALSE	6.237	1	2	2	2	2599	292.5	5.69	4.53	2	0	19.3	16.6	29.6	24.3	30.1	30.4	30.3	29.3	23.9	11.3	31.5	23.7	25.6	12.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32423	Montipora_capitata_PredGene_g32423	0.002	FALSE	2.388	1	1	1	1	831	91.9	6.83	0	1	0	14.9	13.6	23.2	19.7	21.8	18.9	15.2	20.1	18	17.9	12	15.9	15.2	21.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g63102	Montipora_capitata_PredGene_g63102	0	FALSE	29.178	13	5	5	1	640	71.3	9.73	9.53	5	0	16	14.6	24.3	21.8	8.7	25	17.9	23	21.7	21.8	11.8	19.3	12.1	13.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g32877	Montipora_capitata_PredGene_g32877	0.001	FALSE	4.524	4	2	2	2	532	60.9	5.08	0	2	0	8	8	12.3	11.8	8.1	11.5	13.5	9.3	15.8	14.6	8.7	14.2	7.5	11.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g30581	Montipora_capitata_PredGene_g30581	0	FALSE	14.29	34	4	4	4	136	15.5	10.21	4.26	4	0	250.8	222	370.8	341.3	318.9	281.9	362.5	299.4	264.5	198.7	299.9	309.1	220.4	191.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41390	Montipora_capitata_PredGene_g41390	0	FALSE	6.071	2	1	1	1	823	94	6.14	2.85	1	0	19.8	16	24.9	28.9	25.6	31.5	26.4	24.3	25.5	17.8	23.4	26.4	18.2	19	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g36324	Montipora_capitata_PredGene_g36324	0	FALSE	8.388	4	3	3	3	674	81.1	7.3	1.96	3	0	17.5	13.7	25.5	21.4	20.3	24.8	22.1	17.2	14.9	17.3	12	14.2	18.9	17.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g47187	Montipora_capitata_PredGene_g47187	0	FALSE	17.572	22	4	4	4	216	24.5	9.82	6.19	4	0	204.9	157.8	282.3	261.6	222	245.4	301.6	346.8	234.7	190.6	266.2	320.9	159.8	146.9	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g12444	Montipora_capitata_PredGene_g12444	0	FALSE	11.061	5	3	3	3	688	78.7	8.24	7.04	3	0	76.4	49.5	86.6	99.9	89.1	84.1	83.4	80.9	75.2	48.8	79.4	86.3	88.2	57.2	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g29951	Montipora_capitata_PredGene_g29951	0	FALSE	8.86	3	4	4	4	1252	143.8	6.95	1.61	4	0	202.1	154.5	284.1	251.9	274.1	238.6	266.8	249.6	304.8	178.1	208.7	262.9	191.3	180.4	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56347	Montipora_capitata_PredGene_g56347	0.001	FALSE	4.012	8	2	2	2	212	23.5	5.87	0	2	0	63.4	59.7	98.5	88	66.3	79.2	75.2	45.4	67.8	51.5	74.5	58.3	74.3	66.3	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA17871_R0	Montipora_capitata_PredGene_adi2mcaRNA17871_R0	0	FALSE	29.17	7	8	9	8	1277	142.4	7.96	3.05	8	0	250.4	217	349.6	357	423.1	342.8	396.7	416.1	256.7	227.4	405.3	343.5	254.9	215	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g56987	Montipora_capitata_PredGene_g56987	0	FALSE	10.504	16	3	3	3	218	25.3	9.04	4.49	3	0	4.2	9.5	9.4	9.9	5.5	6.7	9.1	9.1	9.5	6.5	4.9	7.9	9.3	8.8	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA20117_R0	Montipora_capitata_PredGene_adi2mcaRNA20117_R0	0.001	FALSE	4.04	2	1	1	1	548	61.3	7.62	0	1	0	52.9	44.9	72.9	75.4	55	50.2	94.4	106.9	50.9	52.6	71	77.6	82.7	56.1	1	
FALSE	Medium	Master Protein	Montipora_capitata_PredGene_g21109	Montipora_capitata_PredGene_g21109	0.014	FALSE	1.541	6	1	1	1	109	12.7	8.02	2.19	1	0	24.8	18.5	35.5	29.9	19	10.9	26.8	32.4	16.8	26.9	27	16	26.4	22.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA23326_R0	Montipora_capitata_PredGene_adi2mcaRNA23326_R0	0	FALSE	199.859	21	36	51	36	2113	225.1	5.91	43.53	36	0	1902.3	2034.8	2972.4	3026	2450.7	2452.3	2985.5	3024.2	1823.6	1994.4	2344.6	2541.2	2564.9	2013.6	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41765	Montipora_capitata_PredGene_g41765	0	FALSE	165.788	45	25	70	6	655	71.6	5.44	89.85	25	20	2509.4	2365.6	3969.8	3476.1	2901.4	3035.8	4052.7	4185.1	3049.3	2553.4	3737.9	2761.7	2520.8	2656.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA34569_R0	Montipora_capitata_PredGene_adi2mcaRNA34569_R0	0.006	FALSE	1.906	9	1	1	1	74	8.8	11.33	0	1	0	22.6	22.3	37.2	31.6	36.8	33.7	33.4	33.1	21	25.6	26.9	22.6	31.9	19	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g25676	Montipora_capitata_PredGene_g25676	0	FALSE	67.107	12	16	17	16	1673	190.8	5.66	17.51	16	0	244.8	176.9	393.4	257.1	630.2	448.6	454.9	543.9	221.9	228.7	378.9	328.8	269.6	178.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g44918	Montipora_capitata_PredGene_g44918	0	FALSE	10.562	17	3	3	3	181	20.6	7.27	2.6	3	0	38.6	17.9	43.1	37.7	24.4	19.7	30.8	18.1	23.1	21	66.1	9.8	31.9	21.1	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g1735	Montipora_capitata_PredGene_g1735	0	FALSE	28.898	10	9	9	6	1144	132.1	8.43	5.62	9	2	329	300.5	468.9	494.8	401.4	409.4	439.2	469.6	318.9	340.5	374.6	323.5	410.4	336	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g41455	Montipora_capitata_PredGene_g41455	0	FALSE	10.672	8	3	4	3	357	41	4.87	1.72	3	0	187.4	144.7	294	216.6	163.4	215.7	239.2	152.7	174.6	140.5	155.8	131.1	182.3	171.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA28421_R5	Montipora_capitata_PredGene_adi2mcaRNA28421_R5	0	FALSE	22.464	12	4	4	1	847	91.9	6.95	4.84	4	0	18.6	29.3	35.4	36.3	31.6	35.8	34.9	39.7	52.5	25.1	28.2	5.7	26.6	32.5	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_adi2mcaRNA38616_R5	Montipora_capitata_PredGene_adi2mcaRNA38616_R5	0	FALSE	31.452	18	7	9	7	482	53.5	7.64	13.45	7	0	275.3	215.2	375.8	371	278.7	389	388.8	354	77.1	264.7	249.3	144.7	339.6	198.7	1	
FALSE	High	Master Protein	Montipora_capitata_PredGene_g19697	Montipora_capitata_PredGene_g19697	0	FALSE	7.03	4	3	3	3	635	71.7	7.84	1.92	3	0	19.4	7.4	16.7	20.2	20.9	21.7	11.5	13.2	16.9	14.1	14.4	15.2	12.6	13.5	1	
